"subject" "activity_label" "dom" "body_gravity" "acc_gyro" "jerk" "mag" "direction" "stat" "value"
15 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.186514650759259
16 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.258766694117647
17 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.151151487704918
18 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.287908078035714
19 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0648173438653846
20 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.039402280578902
21 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.123455661519231
22 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0722419121669565
23 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0988770198220339
24 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.299983613965517
25 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.40528943
26 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.223399171830508
27 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.238853875263158
28 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.1806660203
29 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0955213393716981
30 "WALKING" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.195140032969231
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0271882914106122
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0899511204978723
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0628126118283674
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0491616726733333
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.211138853638298
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.333754731458333
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0198795285851064
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.176599311818421
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.145886357935714
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.250843769394737
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.126227657258696
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0183139429630435
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0294634299553191
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.185537706866667
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.320449387166667
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.191079793587447
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.148951103536087
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.293531973636364
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.644604325128205
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.221851587933333
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.245771699004444
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.330999221944444
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.127211137694444
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0737699163072727
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.22010859462069
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.114379383742
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.108071382861364
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.104359216580435
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.103705165666667
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0373901122469355
1 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.129927630735849
2 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.107322679520833
3 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.184014895
4 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.153703935357692
5 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0435562021989362
6 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.0177790974433333
7 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.198074437978431
8 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.121026629195122
9 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.260727581428571
10 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0266623294757447
11 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.132594623759259
12 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.229183927115385
13 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.10115350174
14 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.140108204051852
15 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.000971394711666667
16 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.233990331568627
17 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0128062276916667
18 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.279146312758621
19 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.01738119347275
20 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.00872502461176471
21 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0810453188106383
22 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.210282608333333
23 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.0117536873784314
24 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.226402822033898
25 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.305772199076923
26 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.142874499381818
27 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.160589355980392
28 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.186240503960784
29 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" 0.00834360271428571
30 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "Mag" "-" "Mean" -0.137627857227385
1 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.8419291525
2 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.977435485208333
3 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.972791346129032
4 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.954557603148148
5 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.966777882884615
6 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.918878850824561
7 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.936392023846154
8 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.935308633888889
9 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.9308684376
10 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.956781819655172
11 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.980621180175439
12 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.9482046755
13 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.960517768225806
14 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.905978250196078
15 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.955340661527778
16 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.961834634857143
17 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.953021411126761
18 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.986456241538462
19 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.96626080686747
20 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.960743126176471
21 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.952596583222222
22 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.934993799305556
23 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.962959196805556
24 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.9718540425
25 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.56047777609589
26 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.976785042368421
27 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.982091652162162
28 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.95811223025
29 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.986493196666667
30 "LAYING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.969829984285714
1 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.948536786170213
2 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.967893623913043
3 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.895383350192308
4 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.93569482
5 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.9379783225
6 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.949543531272727
7 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.918432107083333
8 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.952139704347826
9 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.8933617176
10 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.96075719962963
11 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.961970763773585
12 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.952176621372549
13 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.957690563673469
14 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.944197943703704
15 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.958669836271186
16 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.961879680724638
17 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.97274734640625
18 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.983674151754386
19 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.962074065616438
20 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.952738043030303
21 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.974734999411765
22 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.942167353870968
23 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.944080772941176
24 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.968979156470588
25 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.970409337076923
26 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.953079994102564
27 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.979481668857143
28 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.955789708611111
29 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.978017021833333
30 "SITTING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.957487221451613
1 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.984278207358491
2 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.965875181296296
3 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.925430819016393
4 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.906478051785714
5 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.906104701071429
6 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.945022876491228
7 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.942724659245283
8 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.953762884074074
9 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.945167482444444
10 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.951988907954545
11 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.984853836595745
12 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.941459935081967
13 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.971564243157895
14 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.943456847333333
15 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.961207616226415
16 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.969948825128205
17 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.977635981410256
18 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.972607495342466
19 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.960505683561644
20 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.92240685739726
21 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.958774298089888
22 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.954807661269841
23 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.957212267058824
24 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.950061017681159
25 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.972663592162162
26 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.968511694324324
27 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.972753287375
28 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.92547165164557
29 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.984745318923077
30 "STANDING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.930573574915254
1 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.136971176556842
2 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.290407593728814
3 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.254690333275862
4 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.312050574166667
5 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.158338674394643
6 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.166840713631579
7 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0978090439438596
8 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0516786278104167
9 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0980840496143461
10 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.127400912069811
11 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.288323472033898
12 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.102204550448
13 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.135643867842105
14 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.144404671779661
15 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.186514650759259
16 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.258766694117647
17 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.151151487704918
18 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.287908078035714
19 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0648173438653846
20 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.039402280578902
21 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.123455661519231
22 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0722419121669565
23 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0988770198220339
24 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.299983613965517
25 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.40528943
26 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.223399171830508
27 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.238853875263158
28 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.1806660203
29 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0955213393716981
30 "WALKING" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.195140032969231
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0271882914106122
2 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0899511204978723
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0628126118283674
4 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0491616726733333
5 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.211138853638298
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.333754731458333
7 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0198795285851064
8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.176599311818421
9 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.145886357935714
10 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.250843769394737
11 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.126227657258696
12 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0183139429630435
13 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0294634299553191
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.185537706866667
15 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.320449387166667
16 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.191079793587447
17 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.148951103536087
18 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.293531973636364
19 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.644604325128205
20 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.221851587933333
21 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.245771699004444
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.330999221944444
23 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.127211137694444
24 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0737699163072727
25 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.22010859462069
26 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.114379383742
27 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.108071382861364
28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.104359216580435
29 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.103705165666667
30 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0373901122469355
1 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.129927630735849
2 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.107322679520833
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.184014895
4 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.153703935357692
5 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0435562021989362
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.0177790974433333
7 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.198074437978431
8 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.121026629195122
9 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.260727581428571
10 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0266623294757447
11 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.132594623759259
12 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.229183927115385
13 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.10115350174
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.140108204051852
15 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.000971394711666667
16 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.233990331568627
17 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0128062276916667
18 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.279146312758621
19 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.01738119347275
20 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.00872502461176471
21 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0810453188106383
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.210282608333333
23 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.0117536873784314
24 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.226402822033898
25 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.305772199076923
26 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.142874499381818
27 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.160589355980392
28 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.186240503960784
29 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" 0.00834360271428571
30 "WALKING_UPSTAIRS" "Time" "Gravity" "Acc" "-" "Mag" "-" "Mean" -0.137627857227385
1 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.50098259905
2 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.476774250238542
3 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.493758168154032
4 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.610704314991667
5 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.432907651461538
6 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.405418058265789
7 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.603457605161538
8 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.503292662900926
9 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.56247445213
10 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.360578604056897
11 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.463246475108684
12 "LAYING" "Freq" "Body" "Gyro" "-" "Mag" "-" "Mean" -0.471645433769417
